name,city,income,credit_score,loan_amount,years_employed,points,loan_approved,age,education_level,marital_status
Stephanie Hall,West Jeremybury,117900,722,14104,24,80.0,True,65,Bachelor,Divorced
Angel Richards,South Dustinmouth,55825,482,26384,23,35.0,False,47,Master,Widowed
Nathan Chen,Jamesberg,77739,332,46364,36,40.0,False,31,Associate,Single
Chad York,Barnesmouth,86531,525,20343,38,50.0,False,67,High School,Divorced
Robert Cisneros,New Tara,39171,535,6667,26,35.0,False,63,Associate,Married
Katherine Forbes,Hoodview,117062,314,48842,27,45.0,False,34,Master,Single
Danielle Murphy,New Sophia,73279,305,28379,2,30.0,False,57,Bachelor,Single
John Mack,South Amandafort,111678,400,30651,31,50.0,False,61,Bachelor,Single
Justin Smith,Dodsonberg,71145,667,20384,15,55.0,False,25,Bachelor,Married
Ann Castillo,Evanmouth,116951,324,30808,29,50.0,False,62,High School,Single
Shelly Sullivan,Courtneytown,141151,372,26223,21,55.0,False,43,Bachelor,Single
Elizabeth Mullins,Port Gail,46334,643,49218,3,30.0,False,30,High School,Married
Susan Cox,North Patrickmouth,124339,341,24958,23,55.0,False,32,Bachelor,Divorced
Justin Jones,East Tina,147970,544,36365,7,50.0,False,52,Bachelor,Single
Nancy Goodwin,Port Julie,69363,530,22001,22,40.0,False,40,Associate,Married
Kathy Henderson,North Nathanmouth,96469,797,33863,33,80.0,True,27,Bachelor,Single
Julie Patel,Shannonstad,70538,367,13343,29,45.0,False,69,Bachelor,Divorced
James White,North Fredville,117410,451,33527,9,45.0,False,33,Bachelor,Divorced
Kelly Burton,Robertside,83528,435,32057,22,45.0,False,24,Doctorate,Married
Oscar Smith,North Andrew,72753,537,35053,21,35.0,False,53,High School,Married
Grant Lucas,Toddhaven,82743,755,31015,19,80.0,True,40,Master,Single
Stephanie Parker,Jeremystad,121384,595,4101,9,70.0,True,58,Bachelor,Divorced
Jesus Jackson,Lake Amanda,68752,486,12492,9,40.0,False,43,Associate,Widowed
Bruce Chaney,South Jorge,102667,488,14445,35,55.0,False,56,Bachelor,Divorced
Mary Spence,West Shane,46683,466,35972,19,25.0,False,30,Master,Married
Alexander Velazquez,South Sarah,55144,459,1281,34,50.0,False,34,Master,Married
Erin Thornton,Kempshire,85108,450,38043,28,40.0,False,68,Bachelor,Single
Michael Wilson,South Christinabury,117153,756,24422,5,85.0,True,33,High School,Married
Lee Lee,Port Shari,79695,584,13826,1,50.0,False,40,Bachelor,Married
Samuel Rhodes,New Prestonfort,118777,625,40529,38,65.0,True,33,Bachelor,Married
Amy Estrada,Hernandezchester,128059,678,26304,23,80.0,True,47,Master,Married
Gregory Parker,Sawyerland,148332,520,48700,28,50.0,False,27,Bachelor,Single
Jennifer Ramos,Port Jessica,52810,734,48749,26,60.0,True,30,Bachelor,Divorced
Kevin Miller,West Thomas,110676,837,22981,4,85.0,True,22,Associate,Single
Leslie Bennett,South Danielleview,104593,724,12461,35,80.0,True,70,Associate,Married
Keith Melendez,East Marisa,69446,596,37298,31,50.0,False,59,Bachelor,Single
Ronald Davenport,Troymouth,83225,529,2758,0,40.0,False,63,Associate,Single
Eric Davidson,Martinezport,101819,727,12755,31,80.0,True,64,High School,Married
Maria Johnson,Trevorland,139278,670,39080,30,75.0,True,47,Bachelor,Divorced
Sheena Burton,Mccannville,30053,682,34588,36,50.0,False,67,Bachelor,Married
David Perkins,West Steven,69829,438,24421,10,40.0,False,62,Master,Single
Isaac Fields,Brandonport,67606,842,42873,4,65.0,True,61,High School,Widowed
Pamela White,New Karenside,57549,630,21723,19,55.0,False,52,High School,Married
Michael Cox,Madelinetown,86346,440,34958,18,40.0,False,60,Associate,Married
John Peterson,North Jeffery,132990,815,15490,12,95.0,True,52,Bachelor,Divorced
Kristin Norris,South Stevenland,106019,419,9600,1,45.0,False,35,Bachelor,Married
Eric Cox,Prestonhaven,109516,650,12285,19,70.0,True,60,Master,Single
Robert Walker,Lake Jeremy,115813,428,14752,8,50.0,False,50,Bachelor,Married
Mrs. Pamela Rodriguez,Port Toddchester,72237,343,13868,6,40.0,False,58,High School,Divorced
Matthew Watkins,Wilsonview,90946,344,5341,19,55.0,False,54,High School,Married
Nicole Patton,New Rachel,87905,489,44948,22,40.0,False,32,Associate,Married
Charles Francis,Stacystad,87954,660,11522,32,65.0,True,29,Bachelor,Married
Lisa Wagner,North Loritown,118555,841,15221,12,95.0,True,53,High School,Married
Carolyn Webster,Lake Coreyborough,58010,816,47383,30,75.0,True,25,Bachelor,Married
Kevin Gonzales,East Maryfurt,97000,734,15042,32,75.0,True,51,Bachelor,Married
Brian Rollins,South Danielberg,92021,807,24674,18,85.0,True,65,Master,Married
Amanda Murphy,South Justinport,134036,754,15802,35,90.0,True,47,Associate,Single
William Patterson,Port Leahstad,148119,483,1837,31,60.0,True,35,Bachelor,Single
Jennifer Mills,North Douglasfurt,134336,404,49590,10,50.0,False,44,Bachelor,Married
William Morgan,Martinezchester,126463,811,19252,37,95.0,True,25,Master,Single
Nicole Owen,Kellyfurt,52241,796,34516,17,70.0,True,52,High School,Married
Jesse Martinez,Crawfordberg,116356,330,7527,3,50.0,False,30,Bachelor,Widowed
Kathleen Johnson,South Cassandra,41114,634,11009,19,45.0,False,63,Doctorate,Married
Anne Jones,Sparksborough,67196,600,44390,31,50.0,False,46,Bachelor,Divorced
Dennis Cooper PhD,Port Anthonychester,97561,421,26141,28,45.0,False,46,Associate,Married
James Stevens,East Angelaport,117012,468,33209,27,50.0,False,64,Master,Single
Mike Freeman,New Emilyside,112960,781,32189,35,85.0,True,44,High School,Widowed
Katie Myers,Garzafurt,111167,661,19640,20,70.0,True,47,Bachelor,Married
Kevin Anderson,Michaelshire,73933,327,41970,21,35.0,False,36,Master,Married
Jeffrey Braun,Bellbury,42240,553,16376,19,30.0,False,41,Bachelor,Married
Susan Jones,Dannyburgh,137272,320,36285,20,50.0,False,49,Bachelor,Divorced
Matthew Henderson,Adamsfort,128453,322,21743,24,55.0,False,37,Bachelor,Single
Erica Davis,Garciaborough,60784,644,33553,32,50.0,False,34,Master,Married
Mary Jackson,Michaelchester,118184,506,33568,40,50.0,False,29,High School,Married
Rachel Pittman,West Joseph,70687,604,38586,25,50.0,False,61,Bachelor,Divorced
Lori Rubio,New Matthewland,59444,843,32147,27,75.0,True,23,High School,Single
Robert Pearson,Williamport,135717,743,44480,34,85.0,True,60,High School,Married
Jason King,Powersside,56100,484,2219,40,50.0,False,67,Master,Single
Shari Ray,Lake Suzanne,49313,778,18559,40,65.0,True,24,Bachelor,Single
Lisa Hammond,Michaelton,33201,834,14149,23,65.0,True,35,Bachelor,Married
David Francis,Meganchester,36057,626,5222,40,50.0,False,30,Bachelor,Single
Jason Colon,West Gloria,62092,541,27598,15,35.0,False,68,Bachelor,Married
Corey Sanchez,Stevenside,92277,746,28657,2,70.0,True,65,Master,Single
Dominic Johnson,Donnaburgh,110120,343,48348,31,45.0,False,31,Doctorate,Married
Amy Mosley,Carolynland,141376,716,24818,5,75.0,True,48,Associate,Single
Ryan Cameron,North Ashley,130727,812,8906,33,100.0,True,59,Master,Divorced
Lauren Hampton,Tylerland,39545,543,40309,7,20.0,False,62,Bachelor,Married
Emily Collier,Shafferbury,89692,733,15287,9,70.0,True,25,Doctorate,Divorced
Daniel Hill,Kingshire,84321,357,33136,34,45.0,False,64,Associate,Married
Travis Stewart,Wellsbury,146147,584,10496,23,75.0,True,66,Bachelor,Single
Jacob Parker,Port Joditon,112544,545,17579,35,55.0,False,46,High School,Married
Mark Haynes,New Michellemouth,105454,697,1515,25,85.0,True,37,Master,Married
Tabitha Turner,West Jason,55485,464,29760,40,35.0,False,67,High School,Married
Robert Newman,West Michellefort,124155,782,49296,26,85.0,True,25,Bachelor,Widowed
Faith Henderson,Port Ethanview,121272,818,5349,22,100.0,True,57,Bachelor,Married
Nicholas Kelley,Shawntown,80328,353,43033,11,40.0,False,38,High School,Married
Rachel Taylor,Gonzalezport,94799,621,38736,5,50.0,False,50,Master,Single
David Reeves,Port Brooke,82383,720,21932,28,70.0,True,68,Master,Single
Nicholas Green,Laurenborough,61979,386,28164,23,35.0,False,46,Bachelor,Married
Shawn Duffy,North Stacy,49342,534,6831,29,35.0,False,26,High School,Married
Michael Jackson,Williamsonview,115990,452,6836,23,60.0,True,68,Bachelor,Single
Keith Smith,Ayalamouth,120128,806,8766,14,100.0,True,35,Master,Married
Cheryl Atkins,Keithfort,30726,691,9532,27,55.0,False,22,High School,Single
Lindsay Carney,Jessicaborough,147002,728,12820,26,85.0,True,69,High School,Widowed
Alyssa Cherry,New Shannon,128430,554,25224,37,55.0,False,52,Master,Married
Judith Smith,Port Marcus,142779,707,46013,13,75.0,True,67,High School,Divorced
Michelle Fitzgerald,Charlesside,130931,360,4415,21,60.0,True,57,Associate,Single
Kaitlin Gomez,North Jonfurt,146059,609,26866,23,70.0,True,51,Bachelor,Married
Steven Williams,West Geoffrey,43970,804,23228,29,65.0,True,38,Associate,Divorced
Evan Moreno,West Darryl,132029,345,9380,31,60.0,True,51,High School,Widowed
Sandy Adkins,Campbellview,85724,570,34880,20,40.0,False,52,Bachelor,Married
Christopher Doyle,Gallagherberg,58683,750,4487,12,85.0,True,35,Associate,Married
Michael Graham,Williamsstad,53053,796,30999,31,70.0,True,58,Master,Married
Nathan Hernandez,Claytonport,135396,484,12029,32,60.0,True,23,Associate,Divorced
Kristine Alvarado,New Whitney,121214,304,35472,36,50.0,False,59,Bachelor,Single
Thomas Sanchez,Rhodesmouth,97889,326,19630,7,45.0,False,34,Associate,Married
Kevin Bean,Ericland,90889,771,47380,30,75.0,True,37,Bachelor,Married
Tyler Wheeler,West Taramouth,36582,632,48942,36,40.0,False,65,Associate,Married
Scott Solis,Marcuston,103060,372,36858,38,50.0,False,53,Doctorate,Married
James Thompson,Davisborough,62662,466,26460,25,35.0,False,53,Bachelor,Married
Paul Valdez,West Travischester,141193,617,45889,38,65.0,True,44,High School,Married
Max Collier,South Sean,45906,697,32223,17,50.0,False,53,High School,Divorced
Jenny Avila,Christinachester,89829,736,7091,2,70.0,True,63,Doctorate,Married
Valerie Rhodes,South Alison,47477,837,6503,18,75.0,True,26,Master,Married
Bob Solis,Edgarberg,135043,607,17295,33,70.0,True,70,High School,Single
Keith Arnold,New Danielchester,90901,722,7192,29,80.0,True,62,High School,Married
Laura King,Brendahaven,117500,316,8466,29,60.0,True,22,High School,Married
Clarence Long,South Nancyport,99616,621,39483,29,60.0,True,25,Bachelor,Married
Joanna Morton,Tammyburgh,103259,516,13129,5,50.0,False,61,Master,Married
Lindsey Savage,South Amandatown,108047,704,8646,0,70.0,True,23,High School,Married
John Holt,Turnerstad,71588,704,20834,5,60.0,True,22,High School,Married
Adrian Rodriguez,Lake Taratown,128992,514,32530,9,45.0,False,56,Doctorate,Single
Jessica Garrett,North Kevin,146840,774,10710,30,95.0,True,66,Bachelor,Divorced
Bruce Barrera,Maynardfort,88008,320,30459,37,45.0,False,33,High School,Single
Edward Gallegos,Williamstown,110301,405,42314,27,50.0,False,31,High School,Married
Sarah Mclaughlin,Benjaminfurt,136824,797,34643,37,85.0,True,38,Master,Single
Taylor Stein,Hallton,124276,840,2246,27,100.0,True,47,High School,Widowed
Kristen Adams,Smallville,146918,806,41809,22,90.0,True,51,Bachelor,Widowed
Jeffrey Martin,South Maurice,96162,537,34268,14,45.0,False,36,Associate,Divorced
Melinda Dorsey,Andersonport,85933,699,28319,23,70.0,True,27,Bachelor,Divorced
Rebecca Richard,West Hannah,138864,388,44716,30,50.0,False,70,High School,Married
Curtis Obrien,Port Robertfort,148863,610,16382,13,70.0,True,46,Bachelor,Single
Yvonne Howard,Michaelburgh,101810,478,33995,2,40.0,False,22,Bachelor,Single
Gail Wilson,North Anna,88446,798,17896,21,85.0,True,49,Bachelor,Married
Patricia Carrillo,Paulahaven,147598,406,47294,3,40.0,False,28,Master,Divorced
Jessica Bryant,North Kimberlyville,50861,342,34246,6,30.0,False,36,High School,Divorced
Bruce Harris,Ericport,127472,752,34154,31,85.0,True,58,Bachelor,Single
Annette Holland,Loriville,142917,506,29777,26,55.0,False,26,Bachelor,Single
Adriana Davenport,Petersonhaven,92216,475,6585,17,55.0,False,56,Bachelor,Single
Paul Ward,East Karen,88991,842,28637,14,85.0,True,42,High School,Single
Jeffrey Hardin,Cranehaven,63972,670,2950,28,75.0,True,31,Bachelor,Married
Adam Drake,North Matthewfurt,128536,468,29447,3,45.0,False,47,Master,Single
Andrew Nielsen,New Brian,62406,832,20380,26,80.0,True,58,High School,Divorced
Michael Spencer,Jennifermouth,140082,652,1517,17,75.0,True,46,Bachelor,Married
Lisa Thomas,Griffinborough,113579,752,46709,22,80.0,True,46,Bachelor,Single
Rachael Sullivan,West Christopher,66347,850,22921,24,80.0,True,66,Bachelor,Married
Natalie Martinez,Jasonhaven,130376,619,35166,21,65.0,True,44,High School,Married
Caitlin Johnson,Johnport,131931,732,34113,7,70.0,True,26,Associate,Married
Sarah Green,Davidville,98327,759,20527,36,85.0,True,60,Associate,Married
Jody Bird,West Kevin,93517,443,47815,24,40.0,False,23,Bachelor,Married
Samantha Ward,East Jenniferchester,112149,383,7045,3,50.0,False,50,Bachelor,Married
Carlos Lewis,West Ericafurt,61358,831,26872,16,75.0,True,46,Bachelor,Married
Mallory Barajas,Dennischester,65992,466,10459,32,45.0,False,64,Associate,Married
Michael Anderson,Lake Jasonfort,87654,333,49922,10,40.0,False,40,Bachelor,Married
Jaclyn Crane,Rodriguezstad,40155,596,3639,33,55.0,False,27,Associate,Married
Jacob Ritter,Kellytown,123525,446,10315,37,60.0,True,62,High School,Married
Timothy Torres,Jasonfort,67450,302,9016,35,45.0,False,45,High School,Single
Seth Butler,Arielmouth,60735,686,32144,38,60.0,True,41,Bachelor,Married
Charles Fields,Contrerasberg,65614,633,6853,39,60.0,True,28,High School,Single
Jennifer Hall,Morganton,74020,753,49228,17,70.0,True,50,Bachelor,Married
Sharon Mann,Annville,71904,387,13610,39,45.0,False,28,High School,Married
Nina Bernard,Port Thomas,147050,319,8882,34,60.0,True,27,Bachelor,Married
Albert Buchanan,Port Janice,100798,754,6547,34,95.0,True,46,High School,Married
Jennifer Williams,West Samuelchester,40561,324,35596,20,25.0,False,27,Bachelor,Married
Brandon Petty,West Douglas,48136,561,6873,9,30.0,False,37,Bachelor,Single
Jason Jackson,Howardton,49769,605,26555,6,35.0,False,46,High School,Single
Jason Nguyen,Davidville,60311,353,14274,15,45.0,False,39,Bachelor,Single
Laurie Vasquez,Averyview,80205,362,21862,29,45.0,False,49,Associate,Single
Ana Johnson,North Joseph,120957,403,17142,35,55.0,False,26,Associate,Divorced
Beth Carroll,Millerhaven,50028,508,10330,23,45.0,False,68,Bachelor,Married
Carol Sanchez,Aliside,122591,762,3738,0,80.0,True,34,Bachelor,Single
Tonya Oliver,North Brian,58043,793,18911,38,75.0,True,22,Master,Married
Michael Kidd,New Mary,38418,588,3980,10,50.0,False,61,Associate,Divorced
Kristine Turner,Haleberg,84377,586,29309,13,60.0,True,50,Associate,Divorced
Tina Flores,Cynthiamouth,83424,579,17117,20,50.0,False,63,Doctorate,Single
Joe Greene,Lake Dennistown,73369,787,1280,0,70.0,True,42,Bachelor,Married
Jennifer Woodard,Farmerside,101121,383,43539,4,35.0,False,52,Associate,Widowed
Stephanie Cabrera,Chambersstad,91069,685,40407,22,65.0,True,42,Associate,Married
Ryan Cain,North Stevenborough,84496,755,1613,14,90.0,True,53,Doctorate,Married
Olivia Becker,Jamesport,38161,526,16352,31,25.0,False,42,Associate,Divorced
Amanda Vasquez,North James,57110,705,8270,17,70.0,True,47,Associate,Divorced
Kathleen Arnold,North Brianna,139168,366,9351,16,60.0,True,34,Bachelor,Married
Savannah Ibarra,Jamestown,85069,845,41269,16,80.0,True,65,Bachelor,Single
Sonya Smith,Davidsonton,81049,630,29347,26,60.0,True,68,Bachelor,Married
Michael Owens,Zacharyton,148598,529,4077,17,60.0,True,50,Bachelor,Divorced
Kim Stewart,Leeland,130898,325,49329,14,50.0,False,26,Master,Married
Jessica Jones,East Frank,106556,618,5118,40,75.0,True,48,Bachelor,Single
Alyssa Reynolds,New Lauramouth,121163,556,17197,6,50.0,False,41,High School,Married
Tyler Wall,Aprilbury,32560,374,40319,39,25.0,False,67,Bachelor,Married
Brendan Griffin,North Territon,142293,686,21531,4,70.0,True,50,Doctorate,Married
Amy Lang,West Cherylchester,145429,367,7673,3,50.0,False,47,Bachelor,Divorced
Elizabeth James,New Karenbury,130348,310,30714,24,55.0,False,66,Bachelor,Single
Jeffrey Oliver,West Debratown,105456,764,34896,21,85.0,True,45,Bachelor,Divorced
Ashley Smith,New Kristineborough,79857,429,42770,32,40.0,False,60,Bachelor,Single
Jason Hardy,Lopezberg,92518,345,4964,8,50.0,False,37,Bachelor,Married
Jeffrey Moyer,Larryside,30772,449,10660,30,30.0,False,63,Bachelor,Married
Grant Wood,New Brendaberg,76105,358,16557,32,50.0,False,63,Bachelor,Married
Kristin Brown,Jamesborough,69139,506,5482,21,50.0,False,70,Associate,Married
Michael Christian,Christinachester,128759,636,11635,6,70.0,True,28,High School,Single
Richard Williams,North Danielle,81116,535,31574,39,45.0,False,54,Bachelor,Married
John Tate,Lindsayfurt,141863,510,27234,11,55.0,False,66,Bachelor,Married
Adriana Smith,Anthonyville,146869,445,20043,28,55.0,False,47,Bachelor,Married
Kevin Cannon,North Jamesport,139540,478,15348,16,55.0,False,66,Bachelor,Married
Gina Spencer,East Andrew,84921,568,7631,1,40.0,False,23,Bachelor,Single
Breanna Pena,West Sharonport,100545,767,16738,23,90.0,True,27,High School,Divorced
Mary Pugh,Johnsland,127978,421,10465,8,55.0,False,31,Associate,Married
Cheryl Gray,Louischester,126289,550,4027,39,60.0,True,35,Bachelor,Married
Sarah Phillips,West John,101582,586,9287,32,75.0,True,28,Bachelor,Married
Stacey Clark,Port Thomasland,134840,471,34332,24,50.0,False,42,High School,Single
Maria Hicks,Stoneburgh,109069,629,47693,23,60.0,True,67,High School,Divorced
Karen Sosa,Adamsfurt,147677,337,14579,14,60.0,True,63,High School,Divorced
Jodi Young,West Ronald,58906,686,38445,10,60.0,True,69,High School,Single
Jacqueline Pierce,Port Christopher,93993,755,35001,22,80.0,True,32,Associate,Married
Andrew Hunt,Ronaldmouth,58760,742,27801,23,70.0,True,51,High School,Married
Emily Reyes,South Jesus,65774,377,24533,5,35.0,False,33,High School,Married
Jonathan Payne,Port Joshuabury,87125,400,8771,4,40.0,False,47,High School,Married
Joshua Cook,Johnview,93654,495,47244,38,40.0,False,34,Bachelor,Married
Dr. Nicole Singh DVM,Port Kevinstad,33804,713,27591,37,50.0,False,22,Bachelor,Single
Alexandra Valdez,Port Raymond,80968,532,48404,13,40.0,False,70,Bachelor,Married
Jose Hartman,Sharpmouth,74057,648,6627,20,65.0,True,58,High School,Divorced
Jessica Mcmahon,Clarkmouth,117670,330,25556,8,50.0,False,33,Associate,Single
Bethany Harding,South Lisastad,119016,647,15777,26,70.0,True,29,Associate,Divorced
Paul Farmer,Marktown,134614,332,10118,9,55.0,False,55,Doctorate,Married
Wendy Carroll,Bairdborough,82994,700,5175,34,80.0,True,46,Bachelor,Married
John Murphy,Fowlerport,124919,395,12234,6,55.0,False,44,Associate,Married
Cassandra Serrano,Johnsonborough,51632,371,26289,18,35.0,False,33,Master,Married
Eddie Warren,Brownhaven,140166,311,12260,20,60.0,True,41,Master,Married
Jennifer Moore,East Amandafort,91261,370,26493,13,45.0,False,65,High School,Single
Daniel Reynolds,Mooreshire,46728,617,39501,12,40.0,False,41,High School,Married
Melinda Hill,East Seanfurt,111560,552,35462,21,50.0,False,31,Bachelor,Married
Sherry Stevens,Lake Christophermouth,100008,655,46895,19,60.0,True,30,Bachelor,Married
Rodney Horn,Wrightchester,33534,768,26209,11,60.0,True,53,Bachelor,Married
Anna Hale,East Nicoleburgh,148872,580,42162,34,65.0,True,63,Master,Single
Thomas Wolfe,South Robert,81645,424,25165,4,35.0,False,32,Bachelor,Single
Kathy Chan,Hayesview,107580,512,34165,2,40.0,False,42,Master,Married
Benjamin Neal,Jamesfurt,103975,499,26996,2,40.0,False,44,Doctorate,Married
Brian Stark,Ellenmouth,116900,796,31235,4,75.0,True,34,Master,Widowed
Matthew Reeves,Taylorview,33552,465,12179,1,15.0,False,54,Bachelor,Married
Cassandra Martinez,Jacksontown,41003,579,11059,28,30.0,False,53,Bachelor,Divorced
Daniel Johnson,South Heather,114246,835,43009,6,85.0,True,53,High School,Married
Eric Williams,North Kelseyborough,86179,555,25552,15,45.0,False,70,High School,Single
Alan Johnson,West Loriland,47786,525,7330,10,35.0,False,36,Bachelor,Single
Amanda Hunt,Marcusborough,143619,512,36501,25,50.0,False,51,Bachelor,Married
Barbara Lewis,Marcustown,90515,711,43860,20,65.0,True,53,Bachelor,Single
Daniel Robinson,Debrastad,53819,344,5412,13,45.0,False,29,Associate,Married
Randall Porter,Lake Amandashire,36590,475,17511,6,20.0,False,45,Bachelor,Married
Vicki Horton,West Gregory,64099,625,44671,30,50.0,False,70,Bachelor,Married
Alan Barr,Reyesbury,79689,815,39500,0,65.0,True,49,High School,Divorced
Luis Mosley,Joelchester,72906,549,41616,5,30.0,False,70,High School,Divorced
James Phillips,South James,57742,338,16601,38,40.0,False,24,Bachelor,Married
Jill Wiley MD,Dawnton,89598,833,28190,18,85.0,True,27,Bachelor,Widowed
Crystal Quinn,Johnside,72840,355,44581,15,35.0,False,37,High School,Married
Melissa Walker,Boydburgh,74236,752,42273,0,55.0,False,66,Associate,Married
John Mckay,Lake Victoriaborough,129775,428,7013,11,60.0,True,62,Bachelor,Married
Sandra Frederick,New Christian,145296,778,21412,10,90.0,True,35,Master,Divorced
Danielle Thompson,West Justin,79692,759,42654,12,75.0,True,58,Associate,Single
Richard Miller,Raymondburgh,66471,782,29926,27,70.0,True,56,High School,Widowed
Nancy Wolf,Smithfurt,128567,737,6454,19,85.0,True,40,Associate,Single
Brittany Barber,Oscarport,139041,764,19561,24,90.0,True,54,Doctorate,Married
Karen Cook,Gonzalezborough,85255,304,1841,32,55.0,False,28,High School,Married
Jacqueline Sullivan,Bentleystad,63065,693,33083,19,60.0,True,48,Master,Widowed
Leah Ortiz,North Paulshire,139433,466,13728,27,60.0,True,63,High School,Divorced
Patricia Walton,Williamfort,40735,677,46642,3,40.0,False,37,High School,Married
Tammy Fitzgerald,South Austin,91644,670,42350,1,50.0,False,37,Bachelor,Married
Maria Green,Blackburnberg,32540,560,17214,38,25.0,False,53,High School,Married
Mary Martin,Port Christopherfurt,128176,707,47272,37,75.0,True,62,Bachelor,Married
Angela Kent,Martinchester,100702,558,46340,19,45.0,False,62,Bachelor,Married
Kim Tanner,Jessicaland,36826,411,42692,36,25.0,False,47,Bachelor,Single
Haley Thomas,Lake Raymond,75870,615,1420,10,70.0,True,45,Bachelor,Married
April Jones,Warrenport,59389,741,12182,11,80.0,True,59,High School,Married
Michael Gonzalez,New Stacy,115215,761,38164,13,85.0,True,68,High School,Widowed
Anthony White,West Tonya,38993,718,29883,40,50.0,False,62,Bachelor,Married
Ashley Fields,West Christopherville,132397,583,5211,21,75.0,True,26,Bachelor,Married
David Washington,North Brucetown,115426,342,7346,13,60.0,True,49,Master,Married
Adrienne Morrison,Sarahfort,35276,645,40608,27,40.0,False,42,Master,Married
Michael Cooper,Lisastad,128858,708,25801,39,80.0,True,58,High School,Divorced
Henry Rivera,North Stephenfurt,34067,442,2682,38,40.0,False,43,Master,Married
Joseph Tapia,West Shannon,62411,786,34745,26,70.0,True,24,High School,Married
April Little,Allenstad,56130,346,49222,20,35.0,False,51,High School,Divorced
Cynthia Washington,West Ronniefort,139999,402,49121,24,50.0,False,32,Bachelor,Single
Cory Thomas,East Tylerland,32671,608,45109,35,40.0,False,49,High School,Married
Mrs. Stephanie Friedman,Batesbury,111439,549,14870,10,55.0,False,30,Master,Married
Mary Davis,Holdertown,49973,464,22397,24,25.0,False,39,High School,Married
Connie Scott,Lynnville,61266,439,36031,40,35.0,False,27,Associate,Divorced
Ann Holt,New Katie,46544,366,43204,21,25.0,False,32,High School,Married
Mitchell Fitzgerald,Valdezside,92070,747,16293,14,85.0,True,68,Bachelor,Single
Earl Rodriguez,Joyborough,117747,418,38541,23,50.0,False,63,High School,Single
Erik James,West Bryanside,44993,494,26437,27,25.0,False,35,Bachelor,Single
Jacob Shelton,New Elizabeth,103920,527,7985,25,60.0,True,36,Bachelor,Married
Samuel Stewart,Maryfort,58569,766,10661,38,80.0,True,22,Bachelor,Divorced
Paul Sweeney,New Lukehaven,90952,426,18920,36,50.0,False,49,Bachelor,Married
Ronald Simpson,Brownmouth,121680,456,47973,13,50.0,False,36,Associate,Married
Taylor Walker,Port Kimberlyfort,63586,701,20601,10,65.0,True,28,High School,Married
Kimberly Rogers DDS,Katherinefurt,130518,373,35592,18,50.0,False,41,High School,Married
Thomas Haynes,Davismouth,78351,355,47503,19,40.0,False,70,Master,Married
Christopher Taylor,Carterberg,51992,514,15295,12,40.0,False,65,High School,Married
Alexa Barber,Lake Kristenberg,109415,685,28991,10,75.0,True,22,Bachelor,Single
Anne Mccann,North David,109593,827,43604,21,90.0,True,44,Bachelor,Married
Tracy Sims,Sanchezville,128032,546,26994,31,55.0,False,31,Master,Married
Kyle Thompson,Parsonsland,124156,774,43618,24,85.0,True,50,Master,Single
Matthew Richardson,North Christopherfort,45012,821,15741,1,55.0,False,28,High School,Single
Victoria Mendoza,Port Brittanyfurt,131946,795,43244,27,85.0,True,68,Associate,Widowed
Calvin Nguyen,South Lisa,137387,320,26807,35,55.0,False,42,Bachelor,Single
Rachel Moreno,New Maryside,51465,427,14596,7,35.0,False,63,High School,Married
Kyle White,Mcbrideville,70768,340,9442,36,45.0,False,60,Bachelor,Single
Christopher Hart,North Tinahaven,44168,605,24826,34,40.0,False,66,High School,Divorced
William Barrett,West Brandon,105849,831,20228,34,95.0,True,41,High School,Married
Kenneth Neal,Catherinehaven,33365,514,46084,6,20.0,False,34,Bachelor,Single
Amanda Johnson,West Melissa,70888,520,9795,38,45.0,False,25,Bachelor,Married
Leslie Ramirez,Jonesview,105470,566,26020,10,55.0,False,37,Bachelor,Single
Bradley King,Bentleyberg,118781,848,14353,4,85.0,True,53,Bachelor,Single
Debra Schultz,Lake Nathan,149016,823,40645,10,90.0,True,22,Doctorate,Divorced
Christian Riddle,Graybury,79192,379,18702,7,45.0,False,30,Associate,Divorced
Melinda Russell,Daniellestad,81990,641,18907,9,60.0,True,48,Associate,Married
Courtney Smith,Pettybury,123718,687,7881,7,80.0,True,70,Bachelor,Widowed
Nicholas Parker,Davisstad,55995,588,37145,17,50.0,False,26,High School,Single
Stephanie Jackson,Whiteside,39961,712,32251,37,50.0,False,38,High School,Divorced
Adam Palmer,Lake David,107607,687,38195,17,75.0,True,47,Bachelor,Married
Nicholas Villegas,Lake Charlotte,120520,768,12999,28,90.0,True,54,Bachelor,Married
Dr. Kathryn Hill,Meyerbury,138864,612,42656,5,60.0,True,47,High School,Married
Jennifer Edwards,Lake Christopherbury,112213,395,11820,36,55.0,False,61,High School,Single
Patrick Spencer,Stokestown,61830,734,45370,32,60.0,True,27,Bachelor,Single
Breanna Jimenez,South Alexanderborough,43356,307,47803,27,25.0,False,31,Bachelor,Married
Nicole Sanchez,New Shaneburgh,121382,836,15750,11,95.0,True,62,Bachelor,Married
Ryan Palmer,South Tylerburgh,131250,682,8420,21,85.0,True,63,High School,Married
Danielle Ryan,West Kevinport,69529,571,14963,0,30.0,False,68,Doctorate,Single
Laura Robinson,Sarahhaven,141449,336,31346,39,55.0,False,37,High School,Married
Amy Smith,Murphystad,119687,409,1337,22,60.0,True,51,Bachelor,Single
